Gene stable ID	Karyotype band	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	HGNC symbol
ENSG00000226321	q37.3	2	240906330	240993311	CROCC2
ENSG00000163083	q14.2	2	120346136	120351803	INHBB
ENSG00000119844	p14	2	64524305	64593005	AFTPH
ENSG00000214694	p22.1	2	38889841	38975449	ARHGEF33
ENSG00000188010	p22.1	2	38875962	38929072	MORN2
ENSG00000176946	q37.3	2	241584405	241637158	THAP4
ENSG00000168397	q37.3	2	241637213	241673857	ATG4B
ENSG00000115271	q24.2	2	162318840	162371595	GCA
ENSG00000184611	q24.2	2	162371407	162838767	KCNH7
ENSG00000115484	p15	2	61868085	61888671	CCT4
ENSG00000018510	q31.2	2	177392757	177559299	AGPS
ENSG00000196659	q31.2	2	177548998	177552796	TTC30B
ENSG00000254126	q12.2	2	106487364	106544297	CD8B2
ENSG00000179833	p14	2	64631621	64751005	SERTAD2
ENSG00000115902	p14	2	64988477	65023865	SLC1A4
ENSG00000144057	q12.3	2	106801600	106887108	ST6GAL2
ENSG00000163811	p23.2	2	28894667	28948219	WDR43
ENSG00000179270	p23.2	2	29060976	29074523	PCARE
ENSG00000189350	p23.2	2	28956611	29061373	TOGARAM2
ENSG00000071575	p24.3	2	12716889	12742734	TRIB2
ENSG00000091428	q31.1	2	172735274	173052893	RAPGEF4
ENSG00000197557	q31.2	2	177612999	177618742	TTC30A
ENSG00000173163	p15	2	61888724	62147247	COMMD1
ENSG00000183733	p13.3	2	70777310	70790643	FIGLA
ENSG00000088205	q14.1	2	117814691	117832377	DDX18
ENSG00000114923	q35	2	219627394	219641980	SLC4A3
ENSG00000182263	q24.3	2	163593396	163736012	FIGN
ENSG00000170396	q32.1	2	184598529	184939492	ZNF804A
ENSG00000115459	p11.2	2	85354394	85391752	ELMOD3
ENSG00000125633	q14.1	2	117915478	118014133	CCDC93
ENSG00000152672	p13.3	2	70808643	70820599	CLEC4F
ENSG00000170340	p15	2	62196115	62224731	B3GNT2
ENSG00000116031	p13.3	2	70830211	70835816	CD207
ENSG00000077380	q31.1	2	171687409	171748420	DYNC1I2
ENSG00000186889	p15	2	62500218	62511894	TMEM17
ENSG00000115290	q24.3	2	164492417	164621482	GRB14
ENSG00000162981	p24.3	2	14632700	14650814	LRATD1
ENSG00000188738	q32.1	2	185738804	185833290	FSIP2
ENSG00000124357	p13.3	2	71064344	71079808	NAGK
ENSG00000116035	p13.3	2	70900576	70965373	VAX2
ENSG00000116039	p13.3	2	70935900	70965431	ATP6V1B1
ENSG00000184261	p16.3	2	47516581	47570939	KCNK12
ENSG00000144031	p13.3	2	70978380	70985499	ANKRD53
ENSG00000138069	p14	2	65070696	65130331	RAB1A
ENSG00000095002	p21	2	47402969	47663146	MSH2
ENSG00000011523	p14	2	65056366	65087004	CEP68
ENSG00000196862	q12.3	2	107826937	107890841	RGPD4
ENSG00000144043	p13.3	2	70985942	70994873	TEX261
ENSG00000132329	q37.3	2	237858893	237912106	RAMP1
ENSG00000115665	q12.3	2	107986523	108013994	SLC5A7
ENSG00000196228	q12.3	2	108247195	108265351	SULT1C3
ENSG00000042445	p11.2	2	85341955	85354531	RETSAT
ENSG00000138071	p14	2	65227753	65271253	ACTR2
ENSG00000074047	q14.2	2	120735623	120992653	GLI2
ENSG00000151779	p24.3	2	15166914	15561334	NBAS
ENSG00000128655	q31.2	2	177623244	178072777	PDE11A
ENSG00000188542	q37.3	2	240560054	240564014	DUSP28
ENSG00000144504	q37.3	2	240479422	240569209	ANKMY1
ENSG00000198369	p14	2	65310851	65432637	SPRED2
ENSG00000065548	q32.1	2	186486253	186509361	ZC3H15
ENSG00000115998	p13.3	2	70149880	70248615	C2orf42
ENSG00000153253	q24.3	2	165087522	165204067	SCN3A
ENSG00000115295	p23.2	2	29097705	29189643	CLIP4
ENSG00000169599	p13.3	2	69395750	69437628	NFU1
ENSG00000116001	p13.3	2	70209444	70248660	TIA1
ENSG00000169507	q24.3	2	164896186	164955525	SLC38A11
ENSG00000142327	q37.3	2	240565804	240581372	RNPEPL1
ENSG00000157827	q23.3	2	152335174	152649826	FMNL2
ENSG00000082438	q24.3	2	164653624	164843679	COBLL1
ENSG00000155636	q31.2	2	178112424	178139011	RBM45
ENSG00000136531	q24.3	2	165194993	165392310	SCN2A
ENSG00000162994	p16.1	2	55172547	55232563	CLHC1
ENSG00000143947	p16.1	2	55231903	55235853	RPS27A
ENSG00000143995	p14	2	66433452	66573869	MEIS1
ENSG00000171094	p23.1	2	29192774	29921586	ALK
ENSG00000125571	q14.1	2	112912971	112918882	IL37
ENSG00000136717	q14.3	2	127048027	127107288	BIN1
ENSG00000168393	q37.3	2	241675747	241686944	DTYMK
ENSG00000138081	p16.3	2	47789316	47905793	FBXO11
ENSG00000116062	p16.3	2	47695530	47810101	MSH6
ENSG00000119801	p23.1	2	30146941	30160533	YPEL5
ENSG00000146205	q37.3	2	241188509	241225377	ANO7
ENSG00000136688	q14.1	2	112973203	112985658	IL36G
ENSG00000115504	p15	2	62673851	63046487	EHBP1
ENSG00000119777	p23.3	2	27032910	27041694	TMEM214
ENSG00000168395	q37.3	2	241687085	241729478	ING5
ENSG00000198203	q12.3	2	108288639	108309915	SULT1C2
ENSG00000079785	p24.3	2	15591178	15631111	DDX1
ENSG00000091436	q31.1	2	173075435	173268015	MAP3K20
ENSG00000213626	p23.1	2	30231534	30323730	LBH
ENSG00000136694	q14.1	2	113005459	113008044	IL36A
ENSG00000134323	p24.3	2	15940550	15947007	MYCN
ENSG00000079156	q31.2	2	178194481	178402893	OSBPL6
ENSG00000258984	q37.3	2	237967014	238099412	UBE2F-SCLY
ENSG00000184182	q37.3	2	237966827	238042782	UBE2F
ENSG00000116106	q36.1	2	221418027	221574202	EPHA4
ENSG00000136696	q14.1	2	113022089	113052867	IL36B
ENSG00000180902	q37.3	2	241734602	241768816	D2HGDH
ENSG00000115488	q37.1	2	233032672	233035057	NEU2
ENSG00000115112	q14.2	2	121216587	121285202	TFCP2L1
ENSG00000196504	q23.3	2	152651593	152717997	PRPF40A
ENSG00000144354	q31.1	2	173354820	173368997	CDCA7
ENSG00000132330	q37.3	2	238060924	238099413	SCLY
ENSG00000177917	q23.3	2	152717893	152761253	ARL6IP6
ENSG00000198075	q12.3	2	108377911	108388989	SULT1C4
ENSG00000155066	q11.1	2	95274449	95291308	PROM2
ENSG00000204099	q37.3	2	241808825	241817413	NEU4
ENSG00000197872	p24.2	2	16549459	16666331	FAM49A
ENSG00000125629	q14.1	2	118088452	118110997	INSIG2
ENSG00000154252	q37.3	2	241776822	241804287	GAL3ST2
ENSG00000084693	p23.3	2	27042364	27070622	AGBL5
ENSG00000136695	q14.1	2	113058638	113065382	IL36RN
ENSG00000228474	p23.3	2	27070472	27071654	OST4
ENSG00000143971	p14	2	67397322	67412089	ETAA1
ENSG00000136697	q14.1	2	113067970	113075843	IL1F10
ENSG00000135932	q37.1	2	230712842	230821075	CAB39
ENSG00000180228	q31.2	2	178431414	178451512	PRKRA
ENSG00000135968	q12.3	2	108448561	108509415	GCC2
ENSG00000204311	q31.2	2	178451346	178461409	PJVK
ENSG00000115507	p15	2	63050057	63057836	OTX1
ENSG00000188389	q37.3	2	241849884	241858894	PDCD1
ENSG00000188011	q37.3	2	241869600	241873823	RTP5
ENSG00000216921	q37.3	2	241893985	241902551	FAM240C
ENSG00000135916	q37.1	2	230864639	230879248	ITM2C
ENSG00000214842	p24.2	2	17510584	17518439	RAD51AP2
ENSG00000168918	q37.1	2	233059967	233207903	INPP5D
ENSG00000014641	p15	2	63588609	63607197	MDH1
ENSG00000144369	q32.1	2	186694060	186765959	FAM171B
ENSG00000138448	q32.1	2	186590056	186680901	ITGAV
ENSG00000163032	p24.2	2	17539126	17657018	VSNL1
ENSG00000136689	q14.1	2	113107214	113134016	IL1RN
ENSG00000143951	p15	2	63119559	63827843	WDPCP
ENSG00000177519	q23.3	2	153477338	153478762	RPRM
ENSG00000170802	p16.3	2	48314637	48379295	FOXN2
ENSG00000173559	q32.3	2	191678068	191696664	NABP1
ENSG00000144278	q23.3	2	153871922	154453979	GALNT13
ENSG00000172845	q31.1	2	173880850	173965702	SP3
ENSG00000162989	q24.1	2	154697855	154858354	KCNJ3
ENSG00000197223	p14	2	68041130	68110948	C1D
ENSG00000085978	q37.1	2	233210051	233295674	ATG16L1
ENSG00000172954	p23.1	2	30447226	30644225	LCLAT1
ENSG00000144339	q32.3	2	191949043	192194933	TMEFF2
ENSG00000138080	p23.3	2	27078615	27086403	EMILIN1
ENSG00000115946	p14	2	68157888	68176238	PNO1
ENSG00000168497	q32.3	2	191834310	191847088	CAVIN2
ENSG00000221823	p14	2	68178857	68256237	PPP3R1
ENSG00000243667	p14	2	68122936	68157549	WDR92
ENSG00000163012	q32.1	2	186827475	186849208	ZSWIM2
ENSG00000168385	q37.3	2	241315100	241354027	SEPTIN2
ENSG00000169756	q12.3	2	108534355	108687246	LIMS1
ENSG00000064989	q32.1	2	187341964	187448460	CALCRL
ENSG00000135898	q37.1	2	230907318	230961066	GPR55
ENSG00000003436	q32.1	2	187464230	187565760	TFPI
ENSG00000196141	q33.1	2	200305881	200482264	SPATS2L
ENSG00000173699	q37.1	2	230990324	231025055	SPATA3
ENSG00000115361	q34	2	210187126	210225447	ACADL
ENSG00000162949	p23.1	2	30722771	30820542	CAPN13
ENSG00000138430	q31.1	2	174072447	174248599	OLA1
ENSG00000162869	p16.3	2	48440598	48515391	PPP1R21
ENSG00000115677	q37.3	2	241227264	241317061	HDLBP
ENSG00000204128	q37.1	2	231037523	231049719	C2orf72
ENSG00000128708	q31.1	2	171922448	171983686	HAT1
ENSG00000172878	q31.1	2	171999943	172082430	METAP1D
ENSG00000115840	q31.1	2	171783405	171999859	SLC25A12
ENSG00000243244	p16.3	2	48529383	48598513	STON1
ENSG00000217236	q31.1	2	174334954	174338500	SP9
ENSG00000119865	p14	2	68284171	68320051	CNRIP1
ENSG00000138039	p16.3	2	48686774	48755730	LHCGR
ENSG00000115956	p14	2	68365282	68397453	PLEK
ENSG00000242441	p16.3	2	48617798	48733148	GTF2A1L
ENSG00000168530	q34	2	210290150	210315174	MYL1
ENSG00000068781	p16.3	2	48529925	48776517	STON1-GTF2A1L
ENSG00000138433	q31.1	2	174348022	174395712	CIR1
ENSG00000115365	q34	2	210431249	210477652	LANCL1
ENSG00000204923	p13.3	2	68459422	68467294	FBXO48
ENSG00000153201	q13	2	108719482	108785809	RANBP2
ENSG00000079150	q31.2	2	178463664	178478600	FKBP7
ENSG00000153234	q24.1	2	156324437	156342348	NR4A2
ENSG00000144355	q31.1	2	172084740	172089677	DLX1
ENSG00000130561	q37.1	2	233307816	233347055	SAG
ENSG00000116095	q31.2	2	178480457	178516463	PLEKHA3
ENSG00000169621	p13.3	2	68467572	68655862	APLF
ENSG00000169618	p13.3	2	68643589	68658247	PROKR1
ENSG00000134313	p25.1	2	8721081	8837630	KIDINS220
ENSG00000196950	q32.3	2	195575977	195737702	SLC39A10
ENSG00000124370	p13.3	2	71109684	71130239	MCEE
ENSG00000186684	q14.3	2	127183832	127220313	CYP27C1
ENSG00000124383	p13.3	2	71130632	71150101	MPHOSPH10
ENSG00000135914	q37.1	2	231108230	231125042	HTR2B
ENSG00000173692	q37.1	2	231056864	231172827	PSMD1
ENSG00000144306	q31.1	2	174395730	174429575	SCRN3
ENSG00000077044	q37.1	2	233354507	233472104	DGKD
ENSG00000085760	p16.1	2	55236595	55269347	MTIF2
ENSG00000118997	q32.3	2	195737703	196068837	DNAH7
ENSG00000163006	q13	2	108786757	108885477	CCDC138
ENSG00000155729	q33.1	2	200488958	200519784	KCTD18
ENSG00000163328	q31.1	2	174431571	174487094	GPR155
ENSG00000163535	q33.1	2	200510008	200584096	SGO2
ENSG00000163161	q14.3	2	127257290	127294176	ERCC3
ENSG00000124374	p13.3	2	71182738	71227103	PAIP2B
ENSG00000115844	q31.1	2	172099438	172102900	DLX2
ENSG00000143797	p25.1	2	8852690	9003709	MBOAT2
ENSG00000135960	q13	2	108894471	108989372	EDAR
ENSG00000115159	q24.1	2	156435290	156613735	GPD2
ENSG00000125637	q14.1	2	113157325	113209396	PSD4
ENSG00000151693	p25.1	2	9206765	9405683	ASAP2
ENSG00000172985	q13	2	109129205	109504634	SH3RF3
ENSG00000119185	p25.1	2	9403475	9423547	ITGB1BP1
ENSG00000119203	p25.1	2	9423651	9473101	CPSF3
ENSG00000135931	q37.1	2	231198546	231374837	ARMC9
ENSG00000169967	q14.3	2	127298730	127388465	MAP3K2
ENSG00000138435	q31.1	2	174747592	174787935	CHRNA1
ENSG00000115355	p16.1	2	55287842	55419895	CCDC88A
ENSG00000115935	q31.1	2	174559572	174682916	WIPF1
ENSG00000085982	q37.1	2	233475520	233566782	USP40
ENSG00000155657	q31.2	2	178525989	178830802	TTN
ENSG00000075292	p13.3	2	71276561	71435069	ZNF638
ENSG00000186522	q13	2	109542799	109614143	SEPTIN10
ENSG00000241635	q37.1	2	233760248	233773299	UGT1A1
ENSG00000244122	q37.1	2	233681938	233773299	UGT1A7
ENSG00000241119	q37.1	2	233671898	233773300	UGT1A9
ENSG00000244474	q37.1	2	233718778	233773299	UGT1A4
ENSG00000167165	q37.1	2	233691607	233773300	UGT1A6
ENSG00000242366	q37.1	2	233617645	233773310	UGT1A8
ENSG00000240224	q37.1	2	233712992	233773299	UGT1A5
ENSG00000163492	q31.2	2	178829757	179050086	CCDC141
ENSG00000243135	q37.1	2	233729108	233773299	UGT1A3
ENSG00000136542	q24.1	2	157257705	157318491	GALNT5
ENSG00000242515	q37.1	2	233636454	233773305	UGT1A10
ENSG00000136541	q24.1	2	157318625	157327713	ERMN
ENSG00000138356	q33.1	2	200586014	200677064	AOX1
ENSG00000081320	q32.3	2	196133583	196176503	STK17B
ENSG00000198142	q13	2	109614364	109618990	SOWAHC
ENSG00000178662	q24.3	2	165469647	165689407	CSRNP3
ENSG00000144366	q32.1	2	188291669	188595931	GULP1
ENSG00000156966	q37.1	2	231395710	231401164	B3GNT7
ENSG00000115339	q24.3	2	165747588	165794659	GALNT3
ENSG00000138411	q32.3	2	196189099	196593684	HECW2
ENSG00000115053	q37.1	2	231453531	231483641	NCL
ENSG00000123607	q24.3	2	165857475	165953816	TTC21B
ENSG00000169764	p15	2	63840940	63891562	UGP2
ENSG00000115165	q24.1	2	157414619	157488961	CYTIP
ENSG00000123485	q37.1	2	233833416	233854566	HJURP
ENSG00000185038	q37.1	2	233775679	233833423	MROH2A
ENSG00000174325	q32.2	2	188733738	188790104	DIRC1
ENSG00000169432	q24.3	2	166195185	166376001	SCN9A
ENSG00000155438	q14.3	2	121726945	121736911	NIFK
ENSG00000074054	q14.3	2	121337776	121649587	CLASP1
ENSG00000144285	q24.3	2	165984641	166149214	SCN1A
ENSG00000123612	q24.1	2	157526767	157628864	ACVR1C
ENSG00000125618	q14.1	2	113215997	113278921	PAX8
ENSG00000171596	q37.1	2	231523187	231530445	NMUR1
ENSG00000177673	q37.1	2	231592864	231594276	TEX44
ENSG00000187514	q37.1	2	231706895	231713541	PTMA
ENSG00000168542	q32.2	2	188974320	189012746	COL3A1
ENSG00000082153	q33.1	2	200810594	200827338	BZW1
ENSG00000119041	q33.1	2	196763035	196799725	GTF3C3
ENSG00000144395	q33.1	2	196639554	196763490	CCDC150
ENSG00000144524	q37.1	2	231781671	231809254	COPS7B
ENSG00000156973	q37.1	2	231732433	231786272	PDE6D
ENSG00000204262	q32.2	2	189031898	189225312	COL5A2
ENSG00000144481	q37.1	2	233917373	234019522	TRPM8
ENSG00000091409	q31.1	2	172427354	172506459	ITGA6
ENSG00000152256	q31.1	2	172555373	172608669	PDK1
ENSG00000072080	q37.1	2	234050679	234077134	SPP2
ENSG00000021826	q34	2	210477682	210679107	CPS1
ENSG00000115368	q32.2	2	189441446	189475552	WDR75
ENSG00000188042	q37.1	2	234493041	234497081	ARL4C
ENSG00000163273	q37.1	2	231921809	231926396	NPPC
ENSG00000130147	q37.2	2	234952017	235055714	SH3BP4
ENSG00000138449	q32.2	2	189560579	189583758	SLC40A1
ENSG00000115977	p13.3	2	69457997	69674349	AAK1
ENSG00000144535	q37.1	2	231961245	232344350	DIS3L2
ENSG00000178568	q34	2	211375717	212538841	ERBB4
ENSG00000196975	p13.3	2	69644425	69827112	ANXA4
ENSG00000030419	q34	2	212999691	213152427	IKZF2
ENSG00000240344	q33.1	2	200870907	200889303	PPIL3
ENSG00000013441	q33.1	2	200853009	200864744	CLK1
ENSG00000174453	q34	2	214411054	214578976	VWC2L
ENSG00000144451	q34	2	213284379	214410501	SPAG16
ENSG00000196290	q33.1	2	200889327	200903938	NIF3L1
ENSG00000026559	q13.13	20	51003656	51023107	KCNG1
ENSG00000124217	q13.13	20	50958818	50963929	MOCS3
ENSG00000124171	q13.13	20	50731580	50756795	PARD6B
ENSG00000124243	q13.13	20	50794894	50882676	BCAS4
ENSG00000101126	q13.13	20	50888916	50931437	ADNP
ENSG00000000419	q13.13	20	50934867	50958555	DPM1
ENSG00000042062	q13.13	20	50586108	50691542	RIPOR3
ENSG00000196396	q13.13	20	50510321	50585241	PTPN1
ENSG00000172216	q13.13	20	50190830	50192668	CEBPB
ENSG00000089057	p13	20	4852356	5010293	SLC23A2
ENSG00000088882	p13	20	2794074	2800627	CPXM1
ENSG00000101335	q11.23	20	36541497	36551447	MYL9
ENSG00000080845	q11.23	20	36306336	36528637	DLGAP4
ENSG00000198326	p13	20	2816302	2820284	TMEM239
ENSG00000258713	p13	20	2814987	2815833	C20orf141
ENSG00000124155	q13.12	20	45416084	45456934	PIGT
ENSG00000132801	q13.12	20	45857614	45879122	ZSWIM3
ENSG00000125975	q11.22	20	35523186	35529652	C20orf173
ENSG00000168612	q13.12	20	45881227	45885266	ZSWIM1
ENSG00000171858	q13.33	20	62387103	62388520	RPS21
ENSG00000125508	q13.33	20	63540810	63547504	SRMS
ENSG00000178591	p13	20	87250	97094	DEFB125
ENSG00000125788	p13	20	142590	145751	DEFB126
ENSG00000197183	q11.21	20	32443059	32585074	NOL4L
ENSG00000088782	p13	20	157454	159163	DEFB127
ENSG00000185982	p13	20	187853	189711	DEFB128
ENSG00000149634	q13.12	20	45886489	45887635	SPATA25
ENSG00000064601	q13.12	20	45890144	45898820	CTSA
ENSG00000089063	p12.3	20	5068232	5113103	TMEM230
ENSG00000125531	q13.33	20	63547891	63556695	FNDC11
ENSG00000125903	p13	20	227258	229886	DEFB129
ENSG00000186458	p13	20	257724	261096	DEFB132
ENSG00000101096	q13.2	20	51386957	51562831	NFATC2
ENSG00000100979	q13.12	20	45898621	45912155	PLTP
ENSG00000149679	q13.33	20	62388632	62407285	CABLES2
ENSG00000132646	p12.3	20	5114953	5126626	PCNA
ENSG00000124257	q13.12	20	45888625	45891287	NEURL2
ENSG00000087460	q13.32	20	58839718	58911192	GNAS
ENSG00000100994	p11.21	20	25248085	25298012	PYGB
ENSG00000130701	q13.33	20	62410237	62427539	RBBP8NL
ENSG00000100997	p11.21	20	25294742	25390835	ABHD12
ENSG00000196476	p13	20	270863	290778	C20orf96
ENSG00000149600	q11.21	20	32702691	32743997	COMMD7
ENSG00000285382	q11.21	20	32632183	32743567	
ENSG00000198547	q11.21	20	32631625	32673941	C20orf203
ENSG00000247315	p13	20	297570	300321	ZCCHC3
ENSG00000125841	p13	20	346782	359660	NRSN2
ENSG00000177732	p13	20	325595	330224	SOX12
ENSG00000101290	p12.3	20	5126879	5197887	CDS2
ENSG00000101082	q11.23	20	36612318	36646196	SLA2
ENSG00000118707	q11.23	20	36573488	36593950	TGIF2
ENSG00000101247	p12.1	20	13785007	13821580	NDUFAF5
ENSG00000101084	q11.23	20	36605779	36612557	RAB5IF
ENSG00000125991	q11.22	20	35542021	35557634	ERGIC3
ENSG00000259399	q11.23	20	36574553	36612384	TGIF2-RAB5IF
ENSG00000101292	p12.3	20	5302040	5314369	PROKR2
ENSG00000130700	q13.33	20	62463497	62475995	GATA5
ENSG00000101255	p13	20	362835	397559	TRIB3
ENSG00000132670	p13	20	2864184	3039076	PTPRA
ENSG00000130589	q13.33	20	63558086	63574239	HELZ2
ENSG00000215305	p13	20	2840703	2866732	VPS16
ENSG00000101216	q13.33	20	63587602	63627101	GMEB2
ENSG00000132635	p13	20	2835314	2841190	PCED1A
ENSG00000101187	q13.33	20	62642503	62685785	SLCO4A1
ENSG00000197457	q13.33	20	63639705	63657682	STMN3
ENSG00000125848	p12.1	20	14322985	14337614	FLRT3
ENSG00000172264	p12.1	20	13995369	16053197	MACROD2
ENSG00000158445	q13.13	20	49293394	49484297	KCNB1
ENSG00000101251	p12.1	20	13849247	13996443	SEL1L2
ENSG00000125826	p13	20	407498	430966	RBCK1
ENSG00000088305	q11.21	20	32762385	32809356	DNMT3B
ENSG00000101188	q13.33	20	62708836	62762771	NTSR1
ENSG00000101079	q11.23	20	36651766	36746090	NDRG3
ENSG00000101003	p11.21	20	25407673	25452628	GINS1
ENSG00000101004	p11.21	20	25452697	25585531	NINL
ENSG00000101052	q13.12	20	43590937	43647299	IFT52
ENSG00000170191	p11.21	20	25612935	25624014	NANP
ENSG00000124201	q13.13	20	49237946	49278426	ZNFX1
ENSG00000101189	q13.33	20	62796473	62801729	MRGBP
ENSG00000060491	q13.33	20	62804835	62814000	OGFR
ENSG00000124228	q13.13	20	49219295	49244077	DDX27
ENSG00000125772	p12.3	20	5544399	5611006	GPCPD1
ENSG00000130684	p11.21	20	25673195	25696853	ZNF337
ENSG00000101057	q13.12	20	43667019	43716495	MYBL2
ENSG00000101367	q11.21	20	32819954	32850405	MAPRE1
ENSG00000124196	q13.12	20	43726164	43727002	GTSF1L
ENSG00000092758	q13.33	20	62816244	62841159	COL9A3
ENSG00000101266	p13	20	472498	543835	CSNK2A1
ENSG00000215529	q11.21	20	32858923	32961609	EFCAB8
ENSG00000101190	q13.33	20	62841005	62861822	TCFL5
ENSG00000124191	q13.12	20	43914852	44069616	TOX2
ENSG00000258366	q13.33	20	63657810	63696253	RTEL1
ENSG00000167098	q11.21	20	32983773	33004433	SUN5
ENSG00000173404	p11.23	20	20368104	20370949	INSM1
ENSG00000061656	q11.22	20	35615829	35621094	SPAG4
ENSG00000197114	q13.33	20	63707465	63736142	ZGPAT
ENSG00000078898	q11.21	20	33007704	33023703	BPIFB2
ENSG00000089177	p12.1	20	16272104	16573434	KIF16B
ENSG00000203896	q13.33	20	63736283	63739103	LIME1
ENSG00000243509	q13.33	20	63696652	63698684	TNFRSF6B
ENSG00000125520	q13.33	20	63739776	63744050	SLC2A4RG
ENSG00000149596	q13.12	20	44111695	44187578	JPH2
ENSG00000171984	p12.3	20	5750393	5864395	SHLD1
ENSG00000026036	q13.33	20	63659300	63698684	RTEL1-TNFRSF6B
ENSG00000125870	p12.1	20	16729961	16742564	SNRPB2
ENSG00000089199	p12.3	20	5911510	5925353	CHGB
ENSG00000101246	q13.33	20	63698642	63708025	ARFRP1
ENSG00000130584	q13.33	20	63743666	63832038	ZBTB46
ENSG00000089195	p12.3	20	5937228	5950558	TRMT6
ENSG00000132823	q13.12	20	44195939	44210771	OSER1
ENSG00000167104	q11.21	20	33031648	33044047	BPIFB6
ENSG00000125875	p13	20	435480	462543	TBC1D20
ENSG00000125879	p12.1	20	16748358	16770062	OTOR
ENSG00000186190	q11.21	20	33055424	33073628	BPIFB3
ENSG00000149636	q11.23	20	36751791	36773818	DSN1
ENSG00000124194	q13.12	20	44247099	44280917	GDAP1L1
ENSG00000125851	p12.1	20	17226107	17484578	PCSK2
ENSG00000197296	q13.12	20	44302840	44311202	FITM2
ENSG00000101074	q13.12	20	44336986	44351242	R3HDML
ENSG00000100982	q13.12	20	45934683	45948023	PCIF1
ENSG00000125885	p12.3	20	5950652	5998977	MCM8
ENSG00000088766	p12.3	20	6006093	6040053	CRLS1
ENSG00000149639	q11.23	20	36777447	36863538	SOGA1
ENSG00000125864	p12.1	20	17493905	17569220	BFSP1
ENSG00000186191	q11.21	20	33079644	33111751	BPIFB4
ENSG00000131050	q11.21	20	33161768	33181412	BPIFA2
ENSG00000101342	q11.23	20	36876121	36894235	TLDC2
ENSG00000125872	p12.3	20	6040546	6054060	LRRN4
ENSG00000101347	q11.23	20	36889773	36951901	SAMHD1
ENSG00000101311	p12.3	20	6074845	6123544	FERMT1
ENSG00000131059	q11.21	20	33217310	33227806	BPIFA3
ENSG00000125845	p12.3	20	6767686	6780246	BMP2
ENSG00000125868	p12.1	20	17570075	17609919	DSTN
ENSG00000198026	q13.12	20	45948660	45972203	ZNF335
ENSG00000101076	q13.12	20	44355700	44434596	HNF4A
ENSG00000125878	p13	20	603797	610398	TCF15
ENSG00000101191	q13.33	20	62877738	62937952	DIDO1
ENSG00000124140	q13.12	20	46021690	46060152	SLC12A5
ENSG00000198183	q11.21	20	33235995	33243311	BPIFA1
ENSG00000188559	p11.23	20	20389530	20712644	RALGAPA2
ENSG00000101323	p12.3	20	7882985	7940458	HAO1
ENSG00000271303	p13	20	646615	653370	SRXN1
ENSG00000215397	p13	20	661596	675802	SCRT2
ENSG00000125827	p12.3	20	7977346	8019805	TMX4
ENSG00000100985	q13.12	20	46008908	46016561	MMP9
ENSG00000101193	q13.33	20	62938147	62948475	GID8
ENSG00000125787	p13	20	3043622	3045747	GNRH2
ENSG00000054793	q13.2	20	51596514	51768390	ATP9A
ENSG00000125901	p13	20	3046052	3048250	MRPS26
ENSG00000101405	p13	20	3071620	3072517	OXT
ENSG00000101200	p13	20	3082556	3084724	AVP
ENSG00000185019	p13	20	3107573	3160196	UBOX5
ENSG00000215251	p13	20	3146519	3159865	FASTKD5
ENSG00000101276	p13	20	760080	776015	SLC52A3
ENSG00000125898	p13	20	833715	857463	FAM110A
ENSG00000125844	p12.1	20	17613678	17682295	RRBP1
ENSG00000170471	q11.23	20	38472816	38578859	RALGAPB
ENSG00000124120	q13.12	20	44475874	44494603	TTPAL
ENSG00000101280	p13	20	869900	916334	ANGPT4
ENSG00000125999	q11.21	20	33273480	33309871	BPIFB1
ENSG00000101282	p13	20	958452	1002311	RSPO4
ENSG00000125895	p13	20	1180561	1185415	TMEM74B
ENSG00000125818	p13	20	1113240	1189415	PSMF1
ENSG00000215595	p13	20	1203454	1208279	C20orf202
ENSG00000088899	p13	20	3162617	3173592	LZTS3
ENSG00000101194	q13.33	20	62952707	62969585	SLC17A9
