Gene stable ID	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	HGNC symbol
ENSG00000124193	serine and arginine rich splicing factor 6 [Source:HGNC Symbol;Acc:HGNC:10788]	20	43457893	43466046	SRSF6
ENSG00000101040	zinc finger MYND-type containing 8 [Source:HGNC Symbol;Acc:HGNC:9397]	20	47209214	47356889	ZMYND8
ENSG00000149346	SLX4 interacting protein [Source:HGNC Symbol;Acc:HGNC:16225]	20	10435305	10636829	SLX4IP
ENSG00000101384	jagged canonical Notch ligand 1 [Source:HGNC Symbol;Acc:HGNC:6188]	20	10637684	10673999	JAG1
ENSG00000132819	RNA binding motif protein 38 [Source:HGNC Symbol;Acc:HGNC:15818]	20	57391396	57409333	RBM38
ENSG00000256222	MT-RNR2 like 3 [Source:HGNC Symbol;Acc:HGNC:37157]	20	57358447	57359498	MTRNR2L3
ENSG00000101146	ribonucleic acid export 1 [Source:HGNC Symbol;Acc:HGNC:9828]	20	57351223	57379211	RAE1
ENSG00000244687	ubiquitin conjugating enzyme E2 V1 [Source:HGNC Symbol;Acc:HGNC:12494]	20	50081124	50115959	UBE2V1
ENSG00000132640	BTB domain containing 3 [Source:HGNC Symbol;Acc:HGNC:15854]	20	11890723	11926609	BTBD3
ENSG00000240849	transmembrane protein 189 [Source:HGNC Symbol;Acc:HGNC:16735]	20	50118254	50153734	TMEM189
ENSG00000124208	TMEM189-UBE2V1 readthrough [Source:HGNC Symbol;Acc:HGNC:33521]	20	50081124	50153637	TMEM189-UBE2V1
ENSG00000172296	serine palmitoyltransferase long chain base subunit 3 [Source:HGNC Symbol;Acc:HGNC:16253]	20	13008972	13169103	SPTLC3
ENSG00000101230	isthmin 1 [Source:HGNC Symbol;Acc:HGNC:16213]	20	13221274	13300651	ISM1
ENSG00000101132	prefoldin subunit 4 [Source:HGNC Symbol;Acc:HGNC:8868]	20	54208087	54228052	PFDN4
ENSG00000089123	taspase 1 [Source:HGNC Symbol;Acc:HGNC:15859]	20	13389392	13638932	TASP1
ENSG00000089048	ESF1 nucleolar pre-rRNA processing protein homolog [Source:HGNC Symbol;Acc:HGNC:15898]	20	13714322	13784886	ESF1
ENSG00000101134	docking protein 5 [Source:HGNC Symbol;Acc:HGNC:16173]	20	54475593	54651169	DOK5
ENSG00000054803	cerebellin 4 precursor [Source:HGNC Symbol;Acc:HGNC:16231]	20	55997357	56005519	CBLN4
ENSG00000124089	melanocortin 3 receptor [Source:HGNC Symbol;Acc:HGNC:6931]	20	56248732	56249815	MC3R
ENSG00000278961	small integral membrane protein 34B [Source:HGNC Symbol;Acc:HGNC:53650]	21	7784482	7793954	SMIM34B
ENSG00000276289	potassium voltage-gated channel subfamily E regulatory subunit 1B [Source:HGNC Symbol;Acc:HGNC:52280]	21	7816675	7829926	KCNE1B
ENSG00000279493	novel protein, similar to DNA (cytosine-5-)-methyltransferase 3-like DNMT3L	21	5011799	5017145	
ENSG00000277117	ICOS ligand [Source:NCBI gene;Acc:102723996]	21	5022493	5040666	
ENSG00000276612	novel protein	21	5116343	5133805	
ENSG00000280071	glutamine amidotransferase like class 1 domain containing 3B [Source:HGNC Symbol;Acc:HGNC:53816]	21	5079294	5128413	GATD3B
ENSG00000275464	periodic tryptophan protein 2 homolog [Source:NCBI gene;Acc:102724159]	21	5130871	5154658	
ENSG00000142182	DNA methyltransferase 3 like [Source:HGNC Symbol;Acc:HGNC:2980]	21	44246339	44262216	DNMT3L
ENSG00000156282	claudin 17 [Source:HGNC Symbol;Acc:HGNC:2038]	21	30165565	30166805	CLDN17
ENSG00000156284	claudin 8 [Source:HGNC Symbol;Acc:HGNC:2050]	21	30214006	30216097	CLDN8
ENSG00000188694	keratin associated protein 24-1 [Source:HGNC Symbol;Acc:HGNC:33902]	21	30281309	30282950	KRTAP24-1
ENSG00000232263	keratin associated protein 25-1 [Source:HGNC Symbol;Acc:HGNC:34003]	21	30289145	30289514	KRTAP25-1
ENSG00000160224	autoimmune regulator [Source:HGNC Symbol;Acc:HGNC:360]	21	44285838	44298648	AIRE
ENSG00000197683	keratin associated protein 26-1 [Source:HGNC Symbol;Acc:HGNC:33760]	21	30319124	30320315	KRTAP26-1
ENSG00000280433	novel protein, similar to trafficking protein particle complex 10 TRAPPC10	21	5155499	5165472	
ENSG00000206107	keratin associated protein 27-1 [Source:HGNC Symbol;Acc:HGNC:33864]	21	30337013	30337694	KRTAP27-1
ENSG00000186980	keratin associated protein 23-1 [Source:HGNC Symbol;Acc:HGNC:18928]	21	30348399	30348609	KRTAP23-1
ENSG00000182816	keratin associated protein 13-2 [Source:HGNC Symbol;Acc:HGNC:18923]	21	30371390	30372271	KRTAP13-2
ENSG00000198390	keratin associated protein 13-1 [Source:HGNC Symbol;Acc:HGNC:18924]	21	30396031	30396822	KRTAP13-1
ENSG00000240432	keratin associated protein 13-3 [Source:HGNC Symbol;Acc:HGNC:18925]	21	30425265	30425968	KRTAP13-3
ENSG00000186971	keratin associated protein 13-4 [Source:HGNC Symbol;Acc:HGNC:18926]	21	30430230	30431026	KRTAP13-4
ENSG00000186970	keratin associated protein 15-1 [Source:HGNC Symbol;Acc:HGNC:18927]	21	30440275	30440945	KRTAP15-1
ENSG00000184351	keratin associated protein 19-1 [Source:HGNC Symbol;Acc:HGNC:18936]	21	30479706	30480367	KRTAP19-1
ENSG00000186965	keratin associated protein 19-2 [Source:HGNC Symbol;Acc:HGNC:18937]	21	30487043	30487436	KRTAP19-2
ENSG00000244025	keratin associated protein 19-3 [Source:HGNC Symbol;Acc:HGNC:18938]	21	30491462	30492013	KRTAP19-3
ENSG00000186967	keratin associated protein 19-4 [Source:HGNC Symbol;Acc:HGNC:18939]	21	30496824	30497165	KRTAP19-4
ENSG00000186977	keratin associated protein 19-5 [Source:HGNC Symbol;Acc:HGNC:18940]	21	30501657	30502141	KRTAP19-5
ENSG00000186925	keratin associated protein 19-6 [Source:HGNC Symbol;Acc:HGNC:18941]	21	30541535	30541864	KRTAP19-6
ENSG00000244362	keratin associated protein 19-7 [Source:HGNC Symbol;Acc:HGNC:18942]	21	30560875	30561314	KRTAP19-7
ENSG00000206106	keratin associated protein 22-2 [Source:HGNC Symbol;Acc:HGNC:37091]	21	30590105	30590397	KRTAP22-2
ENSG00000212938	keratin associated protein 6-3 [Source:HGNC Symbol;Acc:HGNC:18933]	21	30592440	30593075	KRTAP6-3
ENSG00000186930	keratin associated protein 6-2 [Source:HGNC Symbol;Acc:HGNC:18932]	21	30598590	30598902	KRTAP6-2
ENSG00000186924	keratin associated protein 22-1 [Source:HGNC Symbol;Acc:HGNC:18947]	21	30601087	30601382	KRTAP22-1
ENSG00000184724	keratin associated protein 6-1 [Source:HGNC Symbol;Acc:HGNC:18931]	21	30613431	30613930	KRTAP6-1
ENSG00000244624	keratin associated protein 20-1 [Source:HGNC Symbol;Acc:HGNC:18943]	21	30616425	30616699	KRTAP20-1
ENSG00000206105	keratin associated protein 20-4 [Source:HGNC Symbol;Acc:HGNC:34002]	21	30620627	30620850	KRTAP20-4
ENSG00000184032	keratin associated protein 20-2 [Source:HGNC Symbol;Acc:HGNC:18944]	21	30635206	30635619	KRTAP20-2
ENSG00000206104	keratin associated protein 20-3 [Source:HGNC Symbol;Acc:HGNC:34001]	21	30642864	30643136	KRTAP20-3
ENSG00000231068	keratin associated protein 21-3 [Source:HGNC Symbol;Acc:HGNC:34216]	21	30718525	30718777	KRTAP21-3
ENSG00000187005	keratin associated protein 21-1 [Source:HGNC Symbol;Acc:HGNC:18945]	21	30755015	30755428	KRTAP21-1
ENSG00000187026	keratin associated protein 21-2 [Source:HGNC Symbol;Acc:HGNC:18946]	21	30746794	30747259	KRTAP21-2
ENSG00000160180	trefoil factor 3 [Source:HGNC Symbol;Acc:HGNC:11757]	21	42311667	42315651	TFF3
ENSG00000160181	trefoil factor 2 [Source:HGNC Symbol;Acc:HGNC:11756]	21	42346357	42350997	TFF2
ENSG00000160182	trefoil factor 1 [Source:HGNC Symbol;Acc:HGNC:11755]	21	42362282	42366535	TFF1
ENSG00000274559	histone H2B type F-S-like [Source:NCBI gene;Acc:102724334]	21	5972924	5973383	
ENSG00000183640	keratin associated protein 8-1 [Source:HGNC Symbol;Acc:HGNC:18935]	21	30812697	30813274	KRTAP8-1
ENSG00000274749	keratin associated protein 7-1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:18934]	21	30829039	30829759	KRTAP7-1
ENSG00000182591	keratin associated protein 11-1 [Source:HGNC Symbol;Acc:HGNC:18922]	21	30880644	30881580	KRTAP11-1
ENSG00000206102	keratin associated protein 19-8 [Source:HGNC Symbol;Acc:HGNC:33898]	21	31038159	31038476	KRTAP19-8
ENSG00000205581	high mobility group nucleosome binding domain 1 [Source:HGNC Symbol;Acc:HGNC:4984]	21	39342315	39349647	HMGN1
ENSG00000156299	T cell lymphoma invasion and metastasis 1 [Source:HGNC Symbol;Acc:HGNC:11805]	21	31118416	31559977	TIAM1
ENSG00000274391	transmembrane phosphatase with tensin homology [Source:HGNC Symbol;Acc:HGNC:12023]	21	10521553	10606140	TPTE
ENSG00000275993	salt inducible kinase 1B (putative) [Source:HGNC Symbol;Acc:HGNC:52389]	21	6111131	6123778	SIK1B
ENSG00000142168	superoxide dismutase 1 [Source:HGNC Symbol;Acc:HGNC:11179]	21	31659622	31668931	SOD1
ENSG00000141959	phosphofructokinase, liver type [Source:HGNC Symbol;Acc:HGNC:8876]	21	44300051	44327376	PFKL
ENSG00000160183	transmembrane serine protease 3 [Source:HGNC Symbol;Acc:HGNC:11877]	21	42371837	42396091	TMPRSS3
ENSG00000182362	ybeY metalloendoribonuclease [Source:HGNC Symbol;Acc:HGNC:1299]	21	46286342	46297751	YBEY
ENSG00000182093	guided entry of tail-anchored proteins factor 1 [Source:HGNC Symbol;Acc:HGNC:12790]	21	39377698	39428528	GET1
ENSG00000185437	SH3 domain binding glutamate rich protein [Source:HGNC Symbol;Acc:HGNC:10822]	21	39445855	39515506	SH3BGR
ENSG00000285815	WRB-SH3BGR readthrough [Source:NCBI gene;Acc:106865373]	21	39380332	39515506	
ENSG00000157578	lebercilin LCA5 like [Source:HGNC Symbol;Acc:HGNC:1255]	21	39405844	39445805	LCA5L
ENSG00000160226	cilia and flagella associated protein 410 [Source:HGNC Symbol;Acc:HGNC:1260]	21	44328944	44339402	CFAP410
ENSG00000274276	cystathionine-beta-synthase like [Source:HGNC Symbol;Acc:HGNC:51829]	21	6444869	6468040	CBSL
ENSG00000182670	tetratricopeptide repeat domain 3 [Source:HGNC Symbol;Acc:HGNC:12393]	21	37073226	37203112	TTC3
ENSG00000156304	SR-related CTD associated factor 4 [Source:HGNC Symbol;Acc:HGNC:19304]	21	31671000	31732118	SCAF4
ENSG00000154719	mitochondrial ribosomal protein L39 [Source:HGNC Symbol;Acc:HGNC:14027]	21	25585656	25607517	MRPL39
ENSG00000160185	ubiquitin associated and SH3 domain containing A [Source:HGNC Symbol;Acc:HGNC:12462]	21	42403447	42447684	UBASH3A
ENSG00000160188	radial spoke head component 1 [Source:HGNC Symbol;Acc:HGNC:12371]	21	42472486	42496246	RSPH1
ENSG00000160190	solute carrier family 37 member 1 [Source:HGNC Symbol;Acc:HGNC:11024]	21	42496008	42581440	SLC37A1
ENSG00000160298	chromosome 21 open reading frame 58 [Source:HGNC Symbol;Acc:HGNC:1300]	21	46300181	46323875	C21orf58
ENSG00000275895	U2 small nuclear RNA auxiliary factor 1 like 5 [Source:HGNC Symbol;Acc:HGNC:51830]	21	6484623	6499261	U2AF1L5
ENSG00000276076	crystallin alpha A2 [Source:HGNC Symbol;Acc:HGNC:51901]	21	6560714	6564489	CRYAA2
ENSG00000154727	GA binding protein transcription factor subunit alpha [Source:HGNC Symbol;Acc:HGNC:4071]	21	25734570	25772460	GABPA
ENSG00000154723	ATP synthase peripheral stalk subunit F6 [Source:HGNC Symbol;Acc:HGNC:847]	21	25716503	25735673	ATP5PF
ENSG00000154721	junctional adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:14686]	21	25639258	25717562	JAM2
ENSG00000142149	hormonally up-regulated Neu-associated kinase [Source:HGNC Symbol;Acc:HGNC:13326]	21	31873020	32044633	HUNK
ENSG00000142185	transient receptor potential cation channel subfamily M member 2 [Source:HGNC Symbol;Acc:HGNC:12339]	21	44350163	44443081	TRPM2
ENSG00000183778	beta-1,3-galactosyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:920]	21	39556442	39673137	B3GALT5
ENSG00000159055	MIS18 kinetochore protein A [Source:HGNC Symbol;Acc:HGNC:1286]	21	32268228	32279049	MIS18A
ENSG00000142207	URB1 ribosome biogenesis homolog [Source:HGNC Symbol;Acc:HGNC:17344]	21	32311018	32393012	URB1
ENSG00000170262	melanocortin 2 receptor accessory protein [Source:HGNC Symbol;Acc:HGNC:1304]	21	32291813	32314784	MRAP
ENSG00000183067	immunoglobulin superfamily member 5 [Source:HGNC Symbol;Acc:HGNC:5952]	21	39745407	39802096	IGSF5
ENSG00000183036	Purkinje cell protein 4 [Source:HGNC Symbol;Acc:HGNC:8742]	21	39867438	39929397	PCP4
ENSG00000160299	pericentrin [Source:HGNC Symbol;Acc:HGNC:16068]	21	46324141	46445769	PCNT
ENSG00000286224	novel protein	21	46326288	46326491	
ENSG00000166351	POTE ankyrin domain family member D [Source:HGNC Symbol;Acc:HGNC:23822]	21	13609858	13641585	POTED
ENSG00000160233	leucine rich repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:14965]	21	44455510	44462196	LRRC3
ENSG00000159197	potassium voltage-gated channel subfamily E regulatory subunit 2 [Source:HGNC Symbol;Acc:HGNC:6242]	21	34364024	34371389	KCNE2
ENSG00000198743	solute carrier family 5 member 3 [Source:HGNC Symbol;Acc:HGNC:11038]	21	34073578	34106260	SLC5A3
ENSG00000243927	mitochondrial ribosomal protein S6 [Source:HGNC Symbol;Acc:HGNC:14051]	21	34073224	34143034	MRPS6
ENSG00000273590	small integral membrane protein 11B [Source:HGNC Symbol;Acc:HGNC:51846]	21	7744962	7777853	SMIM11B
ENSG00000277277	family with sequence similarity 243 member B [Source:HGNC Symbol;Acc:HGNC:53888]	21	7768884	7770591	FAM243B
ENSG00000189169	keratin associated protein 10-12 [Source:HGNC Symbol;Acc:HGNC:20533]	21	44697172	44698044	KRTAP10-12
ENSG00000221837	keratin associated protein 10-9 [Source:HGNC Symbol;Acc:HGNC:22971]	21	44627093	44628378	KRTAP10-9
ENSG00000215455	keratin associated protein 10-1 [Source:HGNC Symbol;Acc:HGNC:22966]	21	44538981	44540195	KRTAP10-1
ENSG00000221859	keratin associated protein 10-10 [Source:HGNC Symbol;Acc:HGNC:22972]	21	44637356	44638455	KRTAP10-10
ENSG00000205445	keratin associated protein 10-2 [Source:HGNC Symbol;Acc:HGNC:22967]	21	44550357	44551505	KRTAP10-2
ENSG00000212933	keratin associated protein 12-4 [Source:HGNC Symbol;Acc:HGNC:20532]	21	44654213	44654659	KRTAP12-4
ENSG00000188155	keratin associated protein 10-6 [Source:HGNC Symbol;Acc:HGNC:20523]	21	44591268	44592505	KRTAP10-6
ENSG00000175894	thrombospondin type laminin G domain and EAR repeats [Source:HGNC Symbol;Acc:HGNC:1268]	21	44497893	44711572	TSPEAR
ENSG00000166979	eva-1 homolog C [Source:HGNC Symbol;Acc:HGNC:13239]	21	32412006	32515397	EVA1C
ENSG00000243489	keratin associated protein 10-11 [Source:HGNC Symbol;Acc:HGNC:20528]	21	44646414	44647650	KRTAP10-11
ENSG00000215454	keratin associated protein 10-4 [Source:HGNC Symbol;Acc:HGNC:20521]	21	44573724	44638284	KRTAP10-4
ENSG00000187766	keratin associated protein 10-8 [Source:HGNC Symbol;Acc:HGNC:20525]	21	44612079	44612954	KRTAP10-8
ENSG00000241123	keratin associated protein 10-5 [Source:HGNC Symbol;Acc:HGNC:22969]	21	44579455	44580604	KRTAP10-5
ENSG00000272804	keratin associated protein 10-7 [Source:HGNC Symbol;Acc:HGNC:22970]	21	44600597	44602174	KRTAP10-7
ENSG00000205439	keratin associated protein 12-3 [Source:HGNC Symbol;Acc:HGNC:20531]	21	44657932	44658341	KRTAP12-3
ENSG00000187175	keratin associated protein 12-1 [Source:HGNC Symbol;Acc:HGNC:20529]	21	44681576	44682163	KRTAP12-1
ENSG00000212935	keratin associated protein 10-3 [Source:HGNC Symbol;Acc:HGNC:22968]	21	44557790	44558795	KRTAP10-3
ENSG00000221864	keratin associated protein 12-2 [Source:HGNC Symbol;Acc:HGNC:20530]	21	44666189	44666927	KRTAP12-2
ENSG00000222018	family with sequence similarity 243 member A [Source:HGNC Symbol;Acc:HGNC:39602]	21	34400112	34401072	FAM243A
ENSG00000205670	small integral membrane protein 11A [Source:HGNC Symbol;Acc:HGNC:1293]	21	34375480	34416961	SMIM11A
ENSG00000243627	small integral membrane protein 34A [Source:HGNC Symbol;Acc:HGNC:39601]	21	34418715	34423966	SMIM34A
ENSG00000180509	potassium voltage-gated channel subfamily E regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:6240]	21	34446688	34512210	KCNE1
ENSG00000188992	lipase I [Source:HGNC Symbol;Acc:HGNC:18821]	21	14108813	14210891	LIPI
ENSG00000159079	cilia and flagella associated protein 298 [Source:HGNC Symbol;Acc:HGNC:1301]	21	32592079	32612603	CFAP298
ENSG00000265590	C21orf59-TCP10L readthrough [Source:NCBI gene;Acc:110091775]	21	32578822	32612281	
ENSG00000242220	t-complex 10 like [Source:HGNC Symbol;Acc:HGNC:11657]	21	32572238	32587373	TCP10L
ENSG00000184787	ubiquitin conjugating enzyme E2 G2 [Source:HGNC Symbol;Acc:HGNC:12483]	21	44768580	44801826	UBE2G2
ENSG00000185272	RNA binding motif protein 11 [Source:HGNC Symbol;Acc:HGNC:9897]	21	14216130	14228372	RBM11
ENSG00000155304	heat shock protein family A (Hsp70) member 13 [Source:HGNC Symbol;Acc:HGNC:11375]	21	14371115	14383484	HSPA13
ENSG00000159200	regulator of calcineurin 1 [Source:HGNC Symbol;Acc:HGNC:3040]	21	34513142	34615113	RCAN1
ENSG00000171587	DS cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:3039]	21	40010999	40847158	DSCAM
ENSG00000155307	SAM domain, SH3 domain and nuclear localization signals 1 [Source:HGNC Symbol;Acc:HGNC:10528]	21	14485228	14658821	SAMSN1
ENSG00000160305	disco interacting protein 2 homolog A [Source:HGNC Symbol;Acc:HGNC:17217]	21	46458891	46570015	DIP2A
ENSG00000159212	chloride intracellular channel 6 [Source:HGNC Symbol;Acc:HGNC:2065]	21	34669389	34718227	CLIC6
ENSG00000159082	synaptojanin 1 [Source:HGNC Symbol;Acc:HGNC:11503]	21	32628759	32728048	SYNJ1
ENSG00000180530	nuclear receptor interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:8001]	21	14961235	15065936	NRIP1
ENSG00000160307	S100 calcium binding protein B [Source:HGNC Symbol;Acc:HGNC:10500]	21	46598604	46605208	S100B
ENSG00000159086	PAX3 and PAX7 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:13579]	21	32733899	32771792	PAXBP1
ENSG00000184900	small ubiquitin like modifier 3 [Source:HGNC Symbol;Acc:HGNC:11124]	21	44805617	44818779	SUMO3
ENSG00000183255	PTTG1 interacting protein [Source:HGNC Symbol;Acc:HGNC:13524]	21	44849585	44873903	PTTG1IP
ENSG00000159216	RUNX family transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10471]	21	34787801	36004667	RUNX1
ENSG00000142192	amyloid beta precursor protein [Source:HGNC Symbol;Acc:HGNC:620]	21	25880550	26171128	APP
ENSG00000155313	ubiquitin specific peptidase 25 [Source:HGNC Symbol;Acc:HGNC:12624]	21	15730025	15880069	USP25
ENSG00000182240	beta-secretase 2 [Source:HGNC Symbol;Acc:HGNC:934]	21	41167801	41282530	BACE2
ENSG00000156239	N-6 adenine-specific DNA methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:16021]	21	28872191	28885371	N6AMT1
ENSG00000197381	adenosine deaminase RNA specific B1 [Source:HGNC Symbol;Acc:HGNC:226]	21	45073853	45226560	ADARB1
ENSG00000184221	oligodendrocyte transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:16983]	21	33070141	33072413	OLIG1
ENSG00000205929	chromosome 21 open reading frame 62 [Source:HGNC Symbol;Acc:HGNC:1305]	21	32790673	32813743	C21orf62
ENSG00000205927	oligodendrocyte transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:9398]	21	33025935	33029196	OLIG2
ENSG00000160310	protein arginine methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:5186]	21	46635595	46665124	PRMT2
ENSG00000157551	potassium voltage-gated channel subfamily J member 15 [Source:HGNC Symbol;Acc:HGNC:6261]	21	38155549	38307357	KCNJ15
ENSG00000160191	phosphodiesterase 9A [Source:HGNC Symbol;Acc:HGNC:8795]	21	42653621	42775509	PDE9A
ENSG00000157538	VPS26 endosomal protein sorting factor C [Source:HGNC Symbol;Acc:HGNC:3044]	21	37223420	37267919	VPS26C
ENSG00000198862	listerin E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:13082]	21	28928144	28992956	LTN1
ENSG00000160193	WD repeat domain 4 [Source:HGNC Symbol;Acc:HGNC:12756]	21	42843094	42879568	WDR4
ENSG00000186866	protein O-fucosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:14683]	21	45263928	45287898	POFUT2
ENSG00000166265	cysteine and tyrosine rich 1 [Source:HGNC Symbol;Acc:HGNC:16274]	21	26466209	26573286	CYYR1
ENSG00000160194	NADH:ubiquinone oxidoreductase subunit V3 [Source:HGNC Symbol;Acc:HGNC:7719]	21	42879644	42913304	NDUFV3
ENSG00000156253	RWD domain containing 2B [Source:HGNC Symbol;Acc:HGNC:1302]	21	29004384	29019360	RWDD2B
ENSG00000154734	ADAM metallopeptidase with thrombospondin type 1 motif 1 [Source:HGNC Symbol;Acc:HGNC:217]	21	26835755	26845409	ADAMTS1
ENSG00000156256	ubiquitin specific peptidase 16 [Source:HGNC Symbol;Acc:HGNC:12614]	21	29024629	29054488	USP16
ENSG00000154736	ADAM metallopeptidase with thrombospondin type 1 motif 5 [Source:HGNC Symbol;Acc:HGNC:221]	21	26917922	26967088	ADAMTS5
ENSG00000160199	PBX/knotted 1 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9022]	21	42974510	43033931	PKNOX1
ENSG00000157554	ETS transcription factor ERG [Source:HGNC Symbol;Acc:HGNC:3446]	21	38380027	38661780	ERG
ENSG00000182871	collagen type XVIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2195]	21	45405165	45513720	COL18A1
ENSG00000173638	solute carrier family 19 member 1 [Source:HGNC Symbol;Acc:HGNC:10937]	21	45493572	45573365	SLC19A1
ENSG00000160200	cystathionine-beta-synthase [Source:HGNC Symbol;Acc:HGNC:1550]	21	43053191	43076943	CBS
ENSG00000183844	family with sequence similarity 3 member B [Source:HGNC Symbol;Acc:HGNC:1253]	21	41304212	41357727	FAM3B
ENSG00000156261	chaperonin containing TCP1 subunit 8 [Source:HGNC Symbol;Acc:HGNC:1623]	21	29055805	29073797	CCT8
ENSG00000160255	integrin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6155]	21	44885953	44931989	ITGB2
ENSG00000157557	ETS proto-oncogene 2, transcription factor [Source:HGNC Symbol;Acc:HGNC:3489]	21	38805183	38824955	ETS2
ENSG00000157540	dual specificity tyrosine phosphorylation regulated kinase 1A [Source:HGNC Symbol;Acc:HGNC:3091]	21	37365573	37526358	DYRK1A
ENSG00000156265	MAP3K7 C-terminal like [Source:HGNC Symbol;Acc:HGNC:16457]	21	29077471	29175889	MAP3K7CL
ENSG00000160201	U2 small nuclear RNA auxiliary factor 1 [Source:HGNC Symbol;Acc:HGNC:12453]	21	43092956	43107587	U2AF1
ENSG00000154639	CXADR Ig-like cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:2559]	21	17513043	17593579	CXADR
ENSG00000183527	proteasome assembly chaperone 1 [Source:HGNC Symbol;Acc:HGNC:3043]	21	39174769	39183488	PSMG1
